"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dropout","hidden_size","learning_rate","n_epochs","num_in","num_layers","num_pred","rid_of_top","RMSE","epoch","test_loss","train_loss"
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00043_d0.20","crashed","LSTM training with lr=0.00042842591468804185, dropout=0.2","","","2025-08-03T00:00:26.000Z","15","","128","0.2","32","0.00042842591468804185","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00059_d0.30","crashed","LSTM training with lr=0.0005903201033600439, dropout=0.3","","","2025-08-02T23:59:14.000Z","15","","64","0.3","32","0.0005903201033600439","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00053_d0.00","crashed","LSTM training with lr=0.000531710882721992, dropout=0","","","2025-08-03T00:50:28.000Z","30","","32","0","32","0.000531710882721992","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h64_e500_l0.00048_d0.00","crashed","LSTM training with lr=0.0004803563620263556, dropout=0","","","2025-08-02T23:15:17.000Z","0","","256","0","64","0.0004803563620263556","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00006_d0.01","crashed","LSTM training with lr=5.997968867967629e-05, dropout=0.01","","","2025-08-02T23:18:49.000Z","0","","256","0.01","32","0.00005997968867967629","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00058_d0.00","crashed","LSTM training with lr=0.0005842288207359397, dropout=0","","","2025-08-03T01:04:09.000Z","16","","64","0","32","0.0005842288207359397","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n3_h64_e500_l0.00012_d0.20","crashed","LSTM training with lr=0.00012353860918077646, dropout=0.2","","","2025-08-02T23:19:50.000Z","16","","64","0.2","64","0.00012353860918077646","500","110","3","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00015_d0.01","crashed","LSTM training with lr=0.00015058902405593955, dropout=0.01","","","2025-08-03T01:02:10.000Z","15","","64","0.01","32","0.00015058902405593955","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00020_d0.01","crashed","LSTM training with lr=0.00020000276795554143, dropout=0.01","","","2025-08-02T23:19:07.000Z","16","","256","0.01","32","0.00020000276795554143","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h64_e500_l0.00001_d0.30","crashed","LSTM training with lr=1.0497967752761297e-05, dropout=0.3","","","2025-08-02T23:12:11.000Z","15","","64","0.3","64","0.000010497967752761295","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00023_d0.00","crashed","LSTM training with lr=0.0002342607550884671, dropout=0","","","2025-08-02T23:13:13.000Z","16","","64","0","32","0.0002342607550884671","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00047_d0.00","crashed","LSTM training with lr=0.0004735262128323823, dropout=0","","","2025-08-03T00:36:32.000Z","0","","128","0","32","0.0004735262128323823","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00020_d0.20","crashed","LSTM training with lr=0.00019709550455200185, dropout=0.2","","","2025-08-03T00:48:39.000Z","31","","32","0.2","32","0.00019709550455200185","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00050_d0.00","crashed","LSTM training with lr=0.0005034243672785238, dropout=0","","","2025-08-03T00:56:02.000Z","30","","32","0","32","0.0005034243672785238","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00027_d0.20","crashed","LSTM training with lr=0.0002721210273833113, dropout=0.2","","","2025-08-03T00:48:34.000Z","0","","256","0.2","32","0.0002721210273833113","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h64_e500_l0.00035_d0.10","crashed","LSTM training with lr=0.0003509407817725938, dropout=0.1","","","2025-08-02T23:50:05.000Z","31","","32","0.1","64","0.0003509407817725938","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00027_d0.50","crashed","LSTM training with lr=0.000272898506032159, dropout=0.5","","","2025-08-03T00:03:15.000Z","30","","32","0.5","32","0.000272898506032159","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h64_e500_l0.00055_d0.00","crashed","LSTM training with lr=0.000547775764183613, dropout=0","","","2025-08-03T01:11:29.000Z","15","","64","0","64","0.000547775764183613","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00070_d0.00","crashed","LSTM training with lr=0.0007006496135427259, dropout=0","","","2025-08-03T01:05:42.000Z","16","","64","0","32","0.0007006496135427259","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00013_d0.40","crashed","LSTM training with lr=0.00013443997498112606, dropout=0.4","","","2025-08-03T00:10:19.000Z","0","","256","0.4","32","0.00013443997498112606","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00041_d0.01","crashed","LSTM training with lr=0.0004067500984301369, dropout=0.01","","","2025-08-02T23:47:45.000Z","0","","128","0.01","32","0.0004067500984301369","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00080_d0.01","crashed","LSTM training with lr=0.0008034053051249418, dropout=0.01","","","2025-08-02T23:48:03.000Z","0","","128","0.01","32","0.0008034053051249418","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00010_d0.20","crashed","LSTM training with lr=9.692460895920208e-05, dropout=0.2","","","2025-08-02T23:08:12.000Z","31","","256","0.2","32","0.00009692460895920208","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00025_d0.30","crashed","LSTM training with lr=0.0002505084676166923, dropout=0.3","","","2025-08-03T00:27:43.000Z","30","","32","0.3","32","0.0002505084676166923","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00068_d0.00","crashed","LSTM training with lr=0.0006788220449781917, dropout=0","","","2025-08-03T01:11:00.000Z","15","","128","0","32","0.0006788220449781917","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00039_d0.30","crashed","LSTM training with lr=0.0003901750338351206, dropout=0.3","","","2025-08-03T00:36:56.000Z","31","","32","0.3","32","0.0003901750338351206","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00063_d0.00","crashed","LSTM training with lr=0.000633776762546611, dropout=0","","","2025-08-03T01:15:19.000Z","16","","64","0","32","0.000633776762546611","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n3_h64_e500_l0.00095_d0.10","crashed","LSTM training with lr=0.0009514842742580802, dropout=0.1","","","2025-08-02T23:11:23.000Z","30","","128","0.1","64","0.0009514842742580802","500","110","3","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00041_d0.00","crashed","LSTM training with lr=0.0004050660335540678, dropout=0","","","2025-08-03T00:46:40.000Z","31","","32","0","32","0.0004050660335540678","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00022_d0.01","crashed","LSTM training with lr=0.0002158401404619252, dropout=0.01","","","2025-08-03T00:16:44.000Z","16","","128","0.01","32","0.0002158401404619252","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00023_d0.00","crashed","LSTM training with lr=0.00023385152939577568, dropout=0","","","2025-08-03T00:51:35.000Z","31","","32","0","32","0.00023385152939577568","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00035_d0.20","crashed","LSTM training with lr=0.00035446492810402644, dropout=0.2","","","2025-08-03T00:00:37.000Z","16","","128","0.2","32","0.00035446492810402644","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00028_d0.00","crashed","LSTM training with lr=0.000275589043626806, dropout=0","","","2025-08-03T00:48:16.000Z","0","","256","0","32","0.000275589043626806","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00074_d0.50","crashed","LSTM training with lr=0.0007389134621211143, dropout=0.5","","","2025-08-03T00:49:33.000Z","30","","32","0.5","32","0.0007389134621211143","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h128_e500_l0.00047_d0.40","crashed","LSTM training with lr=0.0004719610151360405, dropout=0.4","","","2025-08-02T23:15:36.000Z","15","","128","0.4","128","0.0004719610151360405","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h256_e500_l0.00004_d0.50","crashed","LSTM training with lr=3.794023212754581e-05, dropout=0.5","","","2025-08-02T23:12:38.000Z","30","","128","0.5","256","0.00003794023212754581","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h64_e500_l0.00046_d0.00","crashed","LSTM training with lr=0.00046014605624302714, dropout=0","","","2025-08-02T23:15:31.000Z","15","","128","0","64","0.00046014605624302714","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00046_d0.00","crashed","LSTM training with lr=0.00046391798805759017, dropout=0","","","2025-08-03T00:36:26.000Z","1","","128","0","32","0.00046391798805759017","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00046_d0.00","crashed","LSTM training with lr=0.0004605812566479211, dropout=0","","","2025-08-03T01:15:30.000Z","15","","64","0","32","0.0004605812566479211","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00018_d0.30","crashed","LSTM training with lr=0.00017502487701598823, dropout=0.3","","","2025-08-03T00:08:02.000Z","30","","32","0.3","32","0.00017502487701598823","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00037_d0.30","crashed","LSTM training with lr=0.0003660365440401022, dropout=0.3","","","2025-08-03T00:00:49.000Z","0","","256","0.3","32","0.0003660365440401022","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00069_d0.00","crashed","LSTM training with lr=0.0006851507549474916, dropout=0","","","2025-08-03T01:11:22.000Z","16","","64","0","32","0.0006851507549474916","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00024_d0.00","crashed","LSTM training with lr=0.00023538411891725137, dropout=0","","","2025-08-03T00:51:55.000Z","30","","32","0","32","0.00023538411891725137","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h64_e500_l0.00003_d0.00","crashed","LSTM training with lr=3.082371271563587e-05, dropout=0","","","2025-08-02T23:10:01.000Z","0","","128","0","64","0.00003082371271563587","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00047_d0.50","crashed","LSTM training with lr=0.0004704108680098453, dropout=0.5","","","2025-08-03T01:12:42.000Z","30","","32","0.5","32","0.0004704108680098453","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00031_d0.30","crashed","LSTM training with lr=0.00030660524256954333, dropout=0.3","","","2025-08-02T23:49:12.000Z","31","","32","0.3","32","0.00030660524256954333","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00014_d0.40","crashed","LSTM training with lr=0.00013582123075353453, dropout=0.4","","","2025-08-03T00:10:39.000Z","1","","256","0.4","32","0.00013582123075353453","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00008_d0.20","crashed","LSTM training with lr=7.821111462279577e-05, dropout=0.2","","","2025-08-02T23:17:35.000Z","15","","256","0.2","32","0.00007821111462279577","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00011_d0.30","crashed","LSTM training with lr=0.00010780761959588508, dropout=0.3","","","2025-08-03T00:17:13.000Z","30","","32","0.3","32","0.00010780761959588508","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00080_d0.30","crashed","LSTM training with lr=0.000801872808071336, dropout=0.3","","","2025-08-02T23:48:22.000Z","30","","32","0.3","32","0.000801872808071336","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00032_d0.50","crashed","LSTM training with lr=0.00032043534123493846, dropout=0.5","","","2025-08-02T23:24:22.000Z","16","","128","0.5","32","0.00032043534123493846","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00042_d0.00","crashed","LSTM training with lr=0.00041602987885398237, dropout=0","","","2025-08-03T00:45:52.000Z","30","","32","0","32","0.0004160298788539824","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00052_d0.00","crashed","LSTM training with lr=0.0005184552845071955, dropout=0","","","2025-08-03T01:11:59.000Z","15","","64","0","32","0.0005184552845071955","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00026_d0.30","crashed","LSTM training with lr=0.00026269887035539253, dropout=0.3","","","2025-08-02T23:35:36.000Z","30","","32","0.3","32","0.00026269887035539253","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00045_d0.00","crashed","LSTM training with lr=0.00044584606465666534, dropout=0","","","2025-08-03T00:29:08.000Z","16","","64","0","32","0.00044584606465666534","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00037_d0.30","crashed","LSTM training with lr=0.00036928277906003373, dropout=0.3","","","2025-08-03T00:52:21.000Z","31","","32","0.3","32","0.00036928277906003373","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n3_h256_e500_l0.00089_d0.10","crashed","LSTM training with lr=0.0008907786811763156, dropout=0.1","","","2025-08-02T23:14:37.000Z","31","","256","0.1","256","0.0008907786811763156","500","110","3","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00024_d0.00","crashed","LSTM training with lr=0.00024233588474408083, dropout=0","","","2025-08-03T00:51:10.000Z","31","","32","0","32","0.00024233588474408083","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00033_d0.30","crashed","LSTM training with lr=0.00033136948871947134, dropout=0.3","","","2025-08-03T00:26:27.000Z","30","","32","0.3","32","0.00033136948871947134","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00029_d0.50","crashed","LSTM training with lr=0.00029258807776751534, dropout=0.5","","","2025-08-03T00:04:02.000Z","30","","32","0.5","32","0.00029258807776751534","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h128_e500_l0.00024_d0.01","crashed","LSTM training with lr=0.00024106361752518173, dropout=0.01","","","2025-08-02T23:47:25.000Z","30","","128","0.01","128","0.00024106361752518173","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00069_d0.00","crashed","LSTM training with lr=0.0006865707275812262, dropout=0","","","2025-08-03T01:06:00.000Z","16","","64","0","32","0.0006865707275812262","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h32_e500_l0.00046_d0.00","crashed","LSTM training with lr=0.00046388989331440584, dropout=0","","","2025-08-03T00:36:50.000Z","1","","128","0","32","0.00046388989331440584","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00063_d0.00","crashed","LSTM training with lr=0.0006283897829260333, dropout=0","","","2025-08-03T01:14:39.000Z","16","","64","0","32","0.0006283897829260333","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n3_h128_e500_l0.00004_d0.40","crashed","LSTM training with lr=4.263440980990843e-05, dropout=0.4","","","2025-08-02T23:09:09.000Z","16","","128","0.4","128","0.00004263440980990843","500","110","3","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h128_e500_l0.00057_d0.01","crashed","LSTM training with lr=0.0005656356554550068, dropout=0.01","","","2025-08-02T23:46:49.000Z","15","","128","0.01","128","0.0005656356554550068","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n2_h128_e500_l0.00046_d0.40","crashed","LSTM training with lr=0.00046364619112644216, dropout=0.4","","","2025-08-02T23:15:54.000Z","15","","128","0.4","128","0.00046364619112644216","500","110","2","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00056_d0.01","crashed","LSTM training with lr=0.0005593262872521152, dropout=0.01","","","2025-08-03T00:33:15.000Z","31","","32","0.01","32","0.0005593262872521152","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00044_d0.30","crashed","LSTM training with lr=0.00043959858406807193, dropout=0.3","","","2025-08-03T00:09:26.000Z","31","","32","0.3","32","0.00043959858406807193","500","110","4","12","4","","","",""
"VanillaLSTM_pred12_r4_i110_n4_h32_e500_l0.00022_d0.30","crashed","LSTM training with lr=0.00022045687270421478, dropout=0.3","","","2025-08-03T00:37:48.000Z","30","","32","0.3","32","0.0002204568727042148","500","110","4","12","4","","","",""
